benchmark,run_type,method,n_runs,u_centerline_rmse_mean,u_centerline_rmse_std,v_centerline_rmse_mean,v_centerline_rmse_std,centerline_extrema_error_mean,centerline_extrema_error_std,centerline_profile_score_mean,centerline_profile_score_std,pde_residual_mean_mean,centerline_pde_residual_mean_mean,centerline_continuity_residual_mean_mean,corner_pde_residual_mean_mean,corner_boundary_error_mean,lid_corner_boundary_error_mean,near_wall_residual_proxy_mean,continuity_residual_mean_mean,momentum_residual_mean_mean,boundary_condition_error_mean,unweighted_validation_loss_mean,cavity_benchmark_score_mean
lid_driven_cavity,smoke,vanilla,2,0.5114603195152897,0.0,0.6257751153903789,0.0,1.8192289504289627,0.0,1.1372354349056686,0.0,1.753852367401123,1.8015462226909285,1.55627224656201,1.586375206708908,1.066558837890625,1.066558837890625,1.6795677840709686,1.4679598808288574,0.8834970593452454,0.8908532857894897,4.037180840969086,7.952626978699347
lid_driven_cavity,smoke,vara,2,0.5114537603852436,0.0,0.6257721383263328,0.0,1.8192423018693924,0.0,1.1372258987115764,0.0,1.7538557052612305,1.8015495596611224,1.5562765837979857,1.586378276348114,1.066554069519043,1.066554069519043,1.679571270942688,1.4679639339447021,0.8834943175315857,0.8908480405807495,4.037183225154877,7.952630197899237
