benchmark,run_type,seed,u_rel_l2_vanilla,u_rel_l2_vara,u_rel_l2_improvement_percent,v_rel_l2_vanilla,v_rel_l2_vara,v_rel_l2_improvement_percent,p_rel_l2_centered_vanilla,p_rel_l2_centered_vara,p_rel_l2_centered_improvement_percent,omega_rel_l2_vanilla,omega_rel_l2_vara,omega_rel_l2_improvement_percent,u_rmse_vanilla,u_rmse_vara,u_rmse_improvement_percent,v_rmse_vanilla,v_rmse_vara,v_rmse_improvement_percent,p_rmse_centered_vanilla,p_rmse_centered_vara,p_rmse_centered_improvement_percent,omega_rmse_vanilla,omega_rmse_vara,omega_rmse_improvement_percent,u_pred_mean_vanilla,u_pred_mean_vara,u_pred_mean_improvement_percent,v_pred_mean_vanilla,v_pred_mean_vara,v_pred_mean_improvement_percent,p_pred_std_centered_vanilla,p_pred_std_centered_vara,p_pred_std_centered_improvement_percent,speed_pred_mean_vanilla,speed_pred_mean_vara,speed_pred_mean_improvement_percent,speed_pred_max_vanilla,speed_pred_max_vara,speed_pred_max_improvement_percent,omega_pred_abs_mean_vanilla,omega_pred_abs_mean_vara,omega_pred_abs_mean_improvement_percent,omega_pred_abs_max_vanilla,omega_pred_abs_max_vara,omega_pred_abs_max_improvement_percent,pde_residual_mean_vanilla,pde_residual_mean_vara,pde_residual_mean_improvement_percent,centerline_pde_residual_mean_vanilla,centerline_pde_residual_mean_vara,centerline_pde_residual_mean_improvement_percent,centerline_continuity_residual_mean_vanilla,centerline_continuity_residual_mean_vara,centerline_continuity_residual_mean_improvement_percent,corner_pde_residual_mean_vanilla,corner_pde_residual_mean_vara,corner_pde_residual_mean_improvement_percent,corner_boundary_error_vanilla,corner_boundary_error_vara,corner_boundary_error_improvement_percent,continuity_residual_mean_vanilla,continuity_residual_mean_vara,continuity_residual_mean_improvement_percent,momentum_residual_mean_vanilla,momentum_residual_mean_vara,momentum_residual_mean_improvement_percent,boundary_condition_error_vanilla,boundary_condition_error_vara,boundary_condition_error_improvement_percent,u_boundary_rmse_vanilla,u_boundary_rmse_vara,u_boundary_rmse_improvement_percent,v_boundary_rmse_vanilla,v_boundary_rmse_vara,v_boundary_rmse_improvement_percent,boundary_speed_rmse_vanilla,boundary_speed_rmse_vara,boundary_speed_rmse_improvement_percent,u_centerline_rmse_vanilla,u_centerline_rmse_vara,u_centerline_rmse_improvement_percent,v_centerline_rmse_vanilla,v_centerline_rmse_vara,v_centerline_rmse_improvement_percent,u_centerline_rel_l2_vanilla,u_centerline_rel_l2_vara,u_centerline_rel_l2_improvement_percent,v_centerline_rel_l2_vanilla,v_centerline_rel_l2_vara,v_centerline_rel_l2_improvement_percent,centerline_extrema_error_vanilla,centerline_extrema_error_vara,centerline_extrema_error_improvement_percent,centerline_profile_score_vanilla,centerline_profile_score_vara,centerline_profile_score_improvement_percent,cavity_benchmark_score_vanilla,cavity_benchmark_score_vara,cavity_benchmark_score_improvement_percent,lid_corner_boundary_error_vanilla,lid_corner_boundary_error_vara,lid_corner_boundary_error_improvement_percent,near_wall_residual_proxy_vanilla,near_wall_residual_proxy_vara,near_wall_residual_proxy_improvement_percent,full_field_u_rmse_vanilla,full_field_u_rmse_vara,full_field_u_rmse_improvement_percent,full_field_v_rmse_vanilla,full_field_v_rmse_vara,full_field_v_rmse_improvement_percent,full_field_p_rmse_centered_vanilla,full_field_p_rmse_centered_vara,full_field_p_rmse_centered_improvement_percent,full_field_omega_rmse_vanilla,full_field_omega_rmse_vara,full_field_omega_rmse_improvement_percent,unweighted_data_loss_vanilla,unweighted_data_loss_vara,unweighted_data_loss_improvement_percent,unweighted_pde_loss_vanilla,unweighted_pde_loss_vara,unweighted_pde_loss_improvement_percent,unweighted_bc_loss_vanilla,unweighted_bc_loss_vara,unweighted_bc_loss_improvement_percent,unweighted_validation_loss_vanilla,unweighted_validation_loss_vara,unweighted_validation_loss_improvement_percent,final_total_loss_vanilla,final_total_loss_vara,final_total_loss_improvement_percent,J_score_vanilla,J_score_vara,J_score_improvement_percent
lid_driven_cavity,smoke,0,,,,,,,,,,,,,,,,,,,,,,,,,0.018081558868288994,0.018081603571772575,-0.0002472324643421252,-0.009050289168953896,-0.009054252877831459,-0.04379648874823337,0.19794417917728424,0.1979445070028305,-0.00016561514848640176,0.5585187077522278,0.5585156679153442,0.0005442676926219392,1.0019487142562866,1.001949667930603,-9.518194921924031e-05,1.2813414335250854,1.2813165187835693,0.0019444264318816717,1.7390776872634888,1.7390450239181519,0.0018781993223264913,1.753852367401123,1.7538557052612305,-0.0001903159108179642,1.8015462226909285,1.8015495596611224,-0.0001852281197071522,1.55627224656201,1.5562765837979857,-0.0002786939100974019,1.586375206708908,1.586378276348114,-0.0001935002005169311,1.066558837890625,1.066554069519043,0.00044708003090217175,1.4679598808288574,1.4679639339447021,-0.00027610535530698854,0.8834970593452454,0.8834943175315857,0.00031033647827870655,0.8908532857894897,0.8908480405807495,0.0005887848003598011,0.8176142573356628,0.8176091909408569,0.0006196558781176255,0.49263498187065125,0.49263253808021545,0.0004960651447267036,0.9545587301254272,0.9545530676841736,0.0005931998812601164,0.5114603195152897,0.5114537603852436,0.0012824318516670404,0.6257751153903789,0.6257721383263328,0.0004757402416368317,1.1194155935903458,1.1194012378482212,0.0012824318516558898,4.690809360064337,4.690787043996552,0.00047574024164763587,1.8192289504289627,1.8192423018693924,-0.0007339065501645251,1.1372354349056686,1.1372258987115764,0.0008385417653605253,7.952626978699347,7.952630197899237,-4.047970435923367e-05,1.066558837890625,1.066554069519043,0.00044708003090217175,1.6795677840709686,1.679571270942688,-0.00020760529896023637,,,,,,,,,,,,,,,,3.1259984970092773,3.126011610031128,-0.000419482666518602,0.9111823439598083,0.9111716151237488,0.0011774631203832408,4.037180840969086,4.037183225154877,-5.9055709539217084e-05,46.119232177734375,46.285282135009766,-0.3600449301399187,0.43846309185028076,14.54663609855861,-3217.642093242767
