mode,n_seeds,u_rel_l2_mean,u_rel_l2_std,v_rel_l2_mean,v_rel_l2_std,p_rel_l2_centered_mean,p_rel_l2_centered_std,omega_rel_l2_mean,omega_rel_l2_std,pde_residual_mean_mean,pde_residual_mean_std,J_score_mean,J_score_std,accepted_mean,rejected_mean,rollback_mean
local_constrained_vara,5,0.007658052550156859,0.001439126798365646,0.060891,0.0050257344405237585,0.018296931501251702,0.004693328472587395,0.012658091359645166,0.0007539488322982537,0.04141725,0.002708732591083883,0.12491725390263989,0.02040195071579873,24.8,11.2,11.2
vanilla_pinn,5,0.01176072890490543,0.0016060603458689805,0.112745,0.004343941144475447,0.029196872429812466,0.0036199471924188665,0.020216227849556467,0.0033106210349851334,0.062346,0.0033565878507794194,0.20036650000000003,0.00851370524507397,,,
